gene_id	string_protein_id	propagate_score
IPPK	9606.ENSP00000287996	5.509101044810962e-06
ALPP	9606.ENSP00000375881	8.866849425990943e-06
DUOXA1	9606.ENSP00000267803	4.933601092998587e-06
ZNF280D	9606.ENSP00000267807	4.027852104620532e-06
MFAP3	9606.ENSP00000322956	2.473615854352997e-06
DCXR	9606.ENSP00000303356	2.327376617968199e-06
SLITRK1	9606.ENSP00000366288	5.8551438676885514e-06
HRH3	9606.ENSP00000342560	6.9395897986558085e-06
MYZAP	9606.ENSP00000267853	7.400364906610815e-07
PRUNE1	9606.ENSP00000271620	8.140736052933925e-06
DISP2	9606.ENSP00000267889	4.475364136332044e-06
SCLT1	9606.ENSP00000281142	1.576303938264923e-05
FBF1	9606.ENSP00000490726	2.032809553741348e-05
UBE2Q2	9606.ENSP00000267938	3.909584238307701e-06
UBE2QL1	9606.ENSP00000382713	2.26911134660643e-06
TSPAN3	9606.ENSP00000267970	1.1280038019420071e-06
CCM2	9606.ENSP00000370503	2.074794322832311e-05
ADAMTS17	9606.ENSP00000268070	2.1108252569885627e-06
SDR9C7	9606.ENSP00000293502	3.641227784340796e-06
ABHD2	9606.ENSP00000268129	1.0457379339406128e-06
WDR93	9606.ENSP00000268130	9.51404305720405e-07
CFAP221	9606.ENSP00000393222	1.2502862222540068e-05
BTNL3	9606.ENSP00000341787	2.8208768641585695e-06
BTNL8	9606.ENSP00000342197	2.8208768641585695e-06
BTNL9	9606.ENSP00000330200	2.8208768641585695e-06
BTN2A1	9606.ENSP00000312158	3.988209999279641e-06
HEPHL1	9606.ENSP00000313699	8.506737238709159e-07
BTN2A2	9606.ENSP00000349143	2.8208768641585695e-06
ST6GALNAC4	9606.ENSP00000336733	3.2343286781637333e-06
ITGB1BP2	9606.ENSP00000362935	1.0337162674990452e-05
CRTC1	9606.ENSP00000345001	1.5105978913167969e-05
SIK2	9606.ENSP00000305976	1.1889836842167606e-05
SEPTIN12	9606.ENSP00000268231	1.3589211681378348e-05
SEPTIN1	9606.ENSP00000324511	1.864849306162242e-05
SEPTIN11	9606.ENSP00000422896	1.563323921624481e-05
SEPTIN8	9606.ENSP00000367991	1.563323921624481e-05
SEPTIN10	9606.ENSP00000349116	1.4215836098789578e-05
SEPTIN3	9606.ENSP00000494051	1.7526200009365008e-05
NLRX1	9606.ENSP00000387334	2.1879309548137074e-05
KTN1	9606.ENSP00000378725	1.066836579571788e-05
CDR1	9606.ENSP00000359563	1.5687565430668118e-05
CDR2L	9606.ENSP00000336587	6.035185641433667e-06
IGSF6	9606.ENSP00000268389	2.154507796348121e-06
CCDC84	9606.ENSP00000334767	1.9634130664249677e-06
ZCCHC14	9606.ENSP00000268616	1.4519538118651788e-06
SPIB	9606.ENSP00000471921	1.682150200131305e-05
ZNF18	9606.ENSP00000315664	6.334529573458918e-06
ZNF652	9606.ENSP00000354686	1.9508291568387192e-06
ZNF276	9606.ENSP00000415836	1.2659780069069747e-05
CDK10	9606.ENSP00000338673	5.6987069820125825e-05
MXI1	9606.ENSP00000331152	4.657323250856576e-05
ZBTB7A	9606.ENSP00000323670	1.1014411115402065e-05
CORO2A	9606.ENSP00000343746	5.276727269844639e-06
PPP1R42	9606.ENSP00000315035	1.0425083238088154e-05
PRPSAP2	9606.ENSP00000268835	3.9693104463026e-06
PRPSAP1	9606.ENSP00000414624	3.9693104463026e-06
SMYD1	9606.ENSP00000393453	1.3349134696944586e-05
CEP170	9606.ENSP00000355500	3.052922989029158e-05
LRRC46	9606.ENSP00000269025	1.6693513957417313e-06
PCDH19	9606.ENSP00000362125	1.3286731031931695e-05
SMDT1	9606.ENSP00000327467	6.9386805426956666e-06
MAIP1	9606.ENSP00000295079	5.421520459452076e-06
OMA1	9606.ENSP00000360270	1.0429943582094768e-05
MICU1	9606.ENSP00000493232	1.803851829157813e-05
MUC3A	9606.ENSP00000368771	1.6956338800637466e-05
GAREM1	9606.ENSP00000269209	2.9662894808908612e-06
ZGLP1	9606.ENSP00000384434	1.6608458298393522e-06
SLC20A2	9606.ENSP00000429754	7.3241944009251244e-06
GRAMD1B	9606.ENSP00000402457	2.947231413745589e-06
PACC1	9606.ENSP00000438863	1.4689602173258462e-06
HIPK4	9606.ENSP00000291823	8.921287220665196e-06
HIPK3	9606.ENSP00000304226	1.561877148937078e-05
PCBP4	9606.ENSP00000417196	0.0003501175112940991
ABRAXAS2	9606.ENSP00000298492	2.8241026939886658e-05
SETD9	9606.ENSP00000285947	6.119076622991151e-06
ZNF420	9606.ENSP00000338770	1.6071822617771135e-05
TRIAP1	9606.ENSP00000449795	1.3621121833302114e-05
LMO3	9606.ENSP00000442786	9.483607015420885e-06
RFFL	9606.ENSP00000326170	1.0422396897157341e-05
CCDC106	9606.ENSP00000465757	6.119076622991151e-06
SMYD2	9606.ENSP00000355924	2.625778001876745e-05
BCL2L14	9606.ENSP00000309132	1.9215351444202514e-05
MAGED2	9606.ENSP00000364193	2.019820527380755e-05
AIFM2	9606.ENSP00000478931	8.759180055664647e-06
ZMAT3	9606.ENSP00000311221	6.119076622991151e-06
S100A2	9606.ENSP00000499289	1.3617076437360844e-05
TP53AIP1	9606.ENSP00000432743	1.061455072692507e-05
HERC1	9606.ENSP00000390158	1.5096063772831082e-05
IKBIP	9606.ENSP00000299157	9.927863574275618e-06
SERPINB5	9606.ENSP00000372221	1.508996812510107e-05
USP42	9606.ENSP00000301962	6.119076622991151e-06
TRIM65	9606.ENSP00000269383	9.878075354667476e-07
SECTM1	9606.ENSP00000269389	9.360628033411656e-07
ATRNL1	9606.ENSP00000347152	1.981445360906693e-06
CEP131	9606.ENSP00000269392	1.2170921343144622e-05
ZNF750	9606.ENSP00000269394	7.136713529145979e-06
ZNF131	9606.ENSP00000426504	8.6492757283722e-06
RNF165	9606.ENSP00000269439	4.953893756398665e-06
DYM	9606.ENSP00000269445	6.541161124262018e-07
ELAC1	9606.ENSP00000269466	1.0334295158846257e-06
CBLN2	9606.ENSP00000269503	9.12931205031942e-07
ERRFI1	9606.ENSP00000366702	7.548499331603151e-06
MEMO1	9606.ENSP00000295065	3.49115875878444e-06
MATK	9606.ENSP00000378485	1.663952801499244e-05
MIEN1	9606.ENSP00000462998	8.486750015024604e-06
PNMT	9606.ENSP00000269582	6.715437433817787e-06
IGFBP1	9606.ENSP00000275525	3.753170764060862e-05
LIPN	9606.ENSP00000383923	1.2127016927868366e-05
SLC39A3	9606.ENSP00000269740	3.7275329202623167e-06
PRDM15	9606.ENSP00000269844	9.856317959378639e-07
PDILT	9606.ENSP00000305465	8.828213186012848e-07
ARHGAP8	9606.ENSP00000374424	1.0113300172365579e-05
ZNF17	9606.ENSP00000302455	2.615860301815716e-06
ZNF227	9606.ENSP00000482749	2.615860301815716e-06
GGACT	9606.ENSP00000365426	1.5080541882269344e-06
LMO4	9606.ENSP00000359575	1.598604740749722e-05
NA	9606.ENSP00000464167	6.455189295836366e-07
PSG6	9606.ENSP00000292125	8.875742917230617e-06
PSG3	9606.ENSP00000332215	1.1729981318348303e-05
PSG4	9606.ENSP00000384770	8.875742917230617e-06
PSG2	9606.ENSP00000385706	1.0184406869912415e-05
IFNE	9606.ENSP00000418018	1.0857569576395678e-05
IFNK	9606.ENSP00000276943	1.0610716938816072e-05
IFNW1	9606.ENSP00000369578	7.22295317203719e-06
SIK1B	9606.ENSP00000482829	3.4232913239320233e-06
SPOCD1	9606.ENSP00000353670	1.8913940228457964e-06
DMPK	9606.ENSP00000345997	1.5618155662348305e-05
SIX5	9606.ENSP00000316842	1.7210010033055624e-05
PDZD4	9606.ENSP00000377355	1.052863461052953e-06
NTN5	9606.ENSP00000270235	1.3281479029653498e-06
CSDE1	9606.ENSP00000481762	1.7608577424597576e-05
FXYD7	9606.ENSP00000270310	3.682519231233717e-06
FXYD4	9606.ENSP00000473361	4.911881003426693e-06
FXYD3	9606.ENSP00000473929	2.424639262038925e-06
RIT2	9606.ENSP00000321805	1.413827201796004e-05
RNPEPL1	9606.ENSP00000270357	1.6670671696677266e-06
CAPN10	9606.ENSP00000375844	1.3046009257621615e-05
FBN3	9606.ENSP00000270509	3.5841796097851004e-06
TRIM59	9606.ENSP00000311219	1.2611962653029714e-06
TM4SF5	9606.ENSP00000270560	5.77621175769646e-06
SLC22A2	9606.ENSP00000355920	7.776255463081519e-06
SLCO4C1	9606.ENSP00000309741	1.5919989593609873e-06
SLC29A4	9606.ENSP00000380081	6.887455058867666e-06
GPR32	9606.ENSP00000270590	1.7854024729665844e-06
HSH2D	9606.ENSP00000482604	6.8055493809847735e-06
ACP4	9606.ENSP00000270593	8.751182764501007e-07
PTH2	9606.ENSP00000270631	8.557006473413517e-06
PTH2R	9606.ENSP00000272847	9.872874342592498e-06
IGLON5	9606.ENSP00000270642	1.0172469910626353e-05
NEGR1	9606.ENSP00000350364	1.7168847926723968e-05
MEGF6	9606.ENSP00000348982	3.062833125623506e-06
ZBTB40	9606.ENSP00000384527	2.023909668019636e-06
EBF2	9606.ENSP00000430241	8.864683082892123e-06
SETBP1	9606.ENSP00000497406	2.1919114050509794e-05
ARHGEF19	9606.ENSP00000270747	3.6247150286025073e-06
ARHGEF35	9606.ENSP00000367355	1.0760540457104497e-06
ME3	9606.ENSP00000440246	1.7916616536110528e-05
IL20	9606.ENSP00000356065	5.84595970403137e-06
TENT5C	9606.ENSP00000358458	4.724669624200596e-06
TINAGL1	9606.ENSP00000271064	1.041712137636927e-06
SFT2D2	9606.ENSP00000271375	7.966305662491659e-07
ILDR2	9606.ENSP00000271417	9.220651266781475e-07
FCGRT	9606.ENSP00000410798	1.582314823372582e-05
UAP1L1	9606.ENSP00000386935	5.182314239835014e-06
ASPSCR1	9606.ENSP00000306625	2.173989067960203e-05
ZNF384	9606.ENSP00000380019	5.8600607599842824e-06
HMCN1	9606.ENSP00000271588	1.5465961157977788e-06
ARMS2	9606.ENSP00000436682	5.7809680620915115e-06
PRMT9	9606.ENSP00000314396	4.509672406705433e-06
ARHGEF18	9606.ENSP00000482647	2.0558305297140496e-05
NA	9606.ENSP00000499655	6.6259064695365835e-06
S100A11	9606.ENSP00000271638	9.88486312662134e-06
S100A16	9606.ENSP00000357695	7.799616335610982e-06
TASOR	9606.ENSP00000347845	4.793825681511121e-06
ERG	9606.ENSP00000414150	1.8886290693804e-05
MCUB	9606.ENSP00000378145	6.618156709125032e-06
ARL14EP	9606.ENSP00000282032	1.006664549665955e-05
ATF7IP2	9606.ENSP00000379808	6.001484520700185e-06
ELOVL1	9606.ENSP00000477602	5.751131406703796e-06
GOLPH3L	9606.ENSP00000271732	1.978582482207532e-06
LETMD1	9606.ENSP00000389903	4.4334981859940544e-07
CRNN	9606.ENSP00000271835	7.100790334878023e-06
TGM3	9606.ENSP00000370867	1.058810129273229e-05
DEPP1	9606.ENSP00000298295	2.1410633224720204e-06
CRCT1	9606.ENSP00000357779	3.041694997565286e-06
TMPRSS11B	9606.ENSP00000330475	1.2674383507207398e-06
KRT78	9606.ENSP00000306261	2.6006854297242304e-06
CAPN9	9606.ENSP00000271971	2.0743810644305963e-06
GKN1	9606.ENSP00000501093	2.8368675253801316e-06
KCNG2	9606.ENSP00000315654	1.334824392093543e-06
SUCNR1	9606.ENSP00000355156	2.7977199954521188e-06
TMPRSS2	9606.ENSP00000381588	3.0473143631751767e-05
PLEKHA6	9606.ENSP00000272203	8.013829720275512e-07
PKN3	9606.ENSP00000291906	1.3622918750168754e-05
ARHGEF3	9606.ENSP00000341071	8.976045912392422e-06
NET1	9606.ENSP00000347134	2.8809067139532343e-06
ARHGAP5	9606.ENSP00000371897	2.4028879462531278e-05
RIPOR1	9606.ENSP00000400099	7.336415043463132e-06
PGGHG	9606.ENSP00000387185	3.132427862787736e-06
STING1	9606.ENSP00000498596	2.9548357023483374e-05
KXD1	9606.ENSP00000472836	1.8093251629944e-05
ZFAND2B	9606.ENSP00000289528	1.3710432039843709e-05
RNF13	9606.ENSP00000341361	9.990604587094489e-06
MINDY1	9606.ENSP00000354669	8.324549539408879e-06
USP3	9606.ENSP00000369681	1.8183044864088e-05
JOSD2	9606.ENSP00000468956	1.7371606717760793e-05
STAMBPL1	9606.ENSP00000360992	2.0463966896519796e-05
UBE2U	9606.ENSP00000360116	1.4128822547836973e-05
DDI2	9606.ENSP00000417748	1.8680491941397446e-05
MINDY2	9606.ENSP00000452885	7.17393485657348e-06
USP34	9606.ENSP00000381577	3.07424699293945e-05
CPLANE2	9606.ENSP00000364749	3.6115961037463574e-06
ASTN2	9606.ENSP00000354504	1.7417662846957938e-05
KIAA1328	9606.ENSP00000280020	1.0092974584586663e-05
TMEM212	9606.ENSP00000334072	3.5777466232115303e-06
ADAMTSL3	9606.ENSP00000286744	6.188056580097224e-06
MIPOL1	9606.ENSP00000333539	1.0689127178566947e-05
CFAP54	9606.ENSP00000431759	3.4826647185653613e-06
INTU	9606.ENSP00000334003	1.4272944936158654e-05
FUZ	9606.ENSP00000313309	3.6115961037463565e-06
TMF1	9606.ENSP00000494067	7.390405803232676e-06
VPS50	9606.ENSP00000307666	3.832282546234157e-06
EIPR1	9606.ENSP00000381652	4.498151767469706e-06
REG3G	9606.ENSP00000272324	2.5960840330635423e-06
CLEC4F	9606.ENSP00000272367	1.6388819714831245e-06
FAM222A	9606.ENSP00000443292	7.084123768204857e-06
MAB21L2	9606.ENSP00000324701	5.90365315927979e-06
MAB21L1	9606.ENSP00000369251	1.2073545045570058e-05
DLX3	9606.ENSP00000389870	1.0519800939604157e-05
HOXB13	9606.ENSP00000290295	1.424738319342585e-05
RAB8B	9606.ENSP00000312734	2.540649175418595e-05
PJVK	9606.ENSP00000495855	1.745651004747211e-05
MBD3L2	9606.ENSP00000370800	1.1626758689182264e-05
ZSCAN4	9606.ENSP00000321963	3.907323059078991e-06
SULT1C2	9606.ENSP00000319622	4.502236650034177e-06
HS3ST3A1	9606.ENSP00000284110	3.969467057856561e-06
HS3ST3B1	9606.ENSP00000354213	3.969467057856561e-06
HS3ST4	9606.ENSP00000330606	2.0175083838343573e-06
NDST3	9606.ENSP00000296499	4.0385292433151105e-06
C1QL2	9606.ENSP00000272520	8.577331910347657e-07
SLC20A1	9606.ENSP00000272542	3.3791535817465336e-06
SVIP	9606.ENSP00000346130	1.0337805544112029e-05
NXPH2	9606.ENSP00000272641	8.771325094066729e-07
RBP7	9606.ENSP00000294435	9.801590190657232e-07
TMEFF2	9606.ENSP00000272771	1.5865467199294034e-06
ETFBKMT	9606.ENSP00000350353	3.4407849295965615e-06
METTL22	9606.ENSP00000371345	5.091887821092936e-06
ZBED8	9606.ENSP00000386184	8.887820365070233e-07
METTL18	9606.ENSP00000307975	3.2129403017297157e-06
CST6	9606.ENSP00000311313	5.1012154085246915e-06
ARSJ	9606.ENSP00000320219	2.0003723024614755e-06
ARSH	9606.ENSP00000370522	3.049756893791584e-06
ARSI	9606.ENSP00000333395	3.049756893791584e-06
ARSD	9606.ENSP00000370546	3.0171414344658885e-06
RUFY1	9606.ENSP00000325594	1.0087174178773235e-05
RABEP2	9606.ENSP00000350934	4.156895845757604e-06
ALS2CL	9606.ENSP00000313670	2.6305952192125608e-06
USP6NL	9606.ENSP00000277575	3.2709736449711387e-06
F8A2	9606.ENSP00000358518	4.5748910042222166e-06
RINL	9606.ENSP00000467107	3.0562399282024507e-06
CTDSP1	9606.ENSP00000273062	1.362893580022099e-05
CTDSPL	9606.ENSP00000273179	1.0214404410744304e-05
MARCHF4	9606.ENSP00000273067	1.0820620580187253e-06
PNKD	9606.ENSP00000273077	2.401573869714123e-06
LRIG2	9606.ENSP00000355396	4.109587069661722e-06
CNPY2	9606.ENSP00000273308	5.786697337517983e-06
PSAPL1	9606.ENSP00000317445	5.016101847776783e-06
MYLIP	9606.ENSP00000349298	1.6173151688833775e-05
MYH15	9606.ENSP00000273353	7.127203583454378e-06
MYCBP	9606.ENSP00000380702	1.5655297568486275e-05
TTC29	9606.ENSP00000423505	7.2739944834390855e-06
WSB2	9606.ENSP00000409131	3.3134652856883382e-06
ASB12	9606.ENSP00000355195	3.3134652856883382e-06
HDHD5	9606.ENSP00000337358	2.1692011578519404e-06
SCARA5	9606.ENSP00000346990	2.0084880525633694e-06
UCN2	9606.ENSP00000273610	7.381334507780388e-06
UCN3	9606.ENSP00000369798	6.258411427864341e-06
CRHR2	9606.ENSP00000340943	9.341996878217856e-06
CRHBP	9606.ENSP00000274368	7.3813345077803866e-06
ST6GALNAC3	9606.ENSP00000329214	2.477415417954661e-06
ST8SIA6	9606.ENSP00000366827	8.28399473742116e-07
CORIN	9606.ENSP00000273857	9.941141631307113e-07
TMEM30B	9606.ENSP00000450842	1.3962824944082442e-05
SLC10A6	9606.ENSP00000273905	1.5199466918370739e-06
CABS1	9606.ENSP00000273936	4.780991292247453e-06
MAP11	9606.ENSP00000324741	1.2654422448293153e-05
CISD3	9606.ENSP00000483781	4.536674616542601e-06
AFG1L	9606.ENSP00000357973	1.0225768659683941e-06
UGT3A1	9606.ENSP00000274278	2.895575529370154e-06
HMGB2	9606.ENSP00000296503	1.0381320052078152e-05
GTPBP2	9606.ENSP00000303997	4.665714835429948e-06
EDIL3	9606.ENSP00000296591	1.3367457727415611e-06
COL9A1	9606.ENSP00000349790	1.7706085342566543e-05
ANKRD31	9606.ENSP00000274361	3.894156549086946e-06
MEI4	9606.ENSP00000473370	7.792822948767995e-06
REC114	9606.ENSP00000328423	1.0826806953931266e-05
CCDC36	9606.ENSP00000391788	1.1158223002264442e-05
GRM7	9606.ENSP00000350348	1.0978854581636825e-05
ARHGAP32	9606.ENSP00000310561	1.2183261873058418e-05
ARHGAP26	9606.ENSP00000274498	1.210929927974987e-05
C2CD2	9606.ENSP00000369853	2.6342286538117754e-06
ARHGAP10	9606.ENSP00000336923	1.5546246011011767e-05
LECT2	9606.ENSP00000274507	3.562319451776572e-06
CNMD	9606.ENSP00000367198	7.883375533456596e-07
HAVCR1	9606.ENSP00000487363	1.1622993127212264e-05
N4BP3	9606.ENSP00000274605	2.038935450580421e-06
LRRC55	9606.ENSP00000498533	1.0319103377374099e-06
LRRC38	9606.ENSP00000365253	1.0319103377374099e-06
LRRC52	9606.ENSP00000294818	3.073142692667818e-06
ADAMTS9	9606.ENSP00000418735	0.00010977025371734045
CEMIP2	9606.ENSP00000366243	9.158288086016027e-07
H2AB1	9606.ENSP00000484261	1.1806077740168225e-05
KAAG1	9606.ENSP00000274766	7.875884140572469e-07
MMACHC	9606.ENSP00000383840	7.582030194233776e-06
SCUBE1	9606.ENSP00000354080	1.5261479825350365e-06
ANO7	9606.ENSP00000274979	2.0122699506575778e-06
NA	9606.ENSP00000313581	1.8357776229232266e-05
PHIP	9606.ENSP00000275034	1.3647905237145036e-05
TAAR6	9606.ENSP00000275198	9.994534655762481e-07
EPB41L4B	9606.ENSP00000363694	6.884765694739639e-06
EPB41L4A	9606.ENSP00000482810	1.3826119246749592e-06
SLC2A12	9606.ENSP00000275230	3.915988570392874e-06
NA	9606.ENSP00000400325	6.230622793987209e-06
ZNF609	9606.ENSP00000316527	2.7098178047219093e-06
PTGFR	9606.ENSP00000359793	9.531301139316546e-06
ADGRG1	9606.ENSP00000455215	8.21996147400476e-06
S1PR5	9606.ENSP00000328472	1.0272126863176381e-05
S1PR2	9606.ENSP00000496438	1.6700105543965135e-05
ADGRE2	9606.ENSP00000319883	3.482035926663308e-06
PLEKHF1	9606.ENSP00000389787	1.85712893939021e-06
TSHZ1	9606.ENSP00000464391	1.9016215164411583e-06
FERD3L	9606.ENSP00000275461	5.8520936001713886e-06
SH2B1	9606.ENSP00000321221	3.684194395965331e-05
CDCP1	9606.ENSP00000296129	1.5331138705198897e-05
TNK2	9606.ENSP00000371341	4.099509204178598e-05
POC1A	9606.ENSP00000296484	5.164399717415455e-06
CDCA4	9606.ENSP00000337226	6.231990443776228e-05
BHMG1	9606.ENSP00000402674	1.0351573904774922e-06
RNF32	9606.ENSP00000385285	1.3427368115629062e-06
TMEM47	9606.ENSP00000275954	2.141224450555925e-06
AJM1	9606.ENSP00000412388	4.531160173303311e-06
CDK16	9606.ENSP00000276052	3.9779172285872065e-05
CCNYL1	9606.ENSP00000295414	3.2735110777783706e-05
CCNY	9606.ENSP00000363836	0.0001293530801180856
CHST7	9606.ENSP00000276055	1.0195469433537215e-05
CHST12	9606.ENSP00000481912	6.680575279377021e-06
CHST15	9606.ENSP00000333947	8.928752188727911e-06
KRBOX4	9606.ENSP00000345797	2.432692564713599e-06
ZNF674	9606.ENSP00000429148	3.6683822075703224e-06
SLC9A7	9606.ENSP00000480916	6.605715881710986e-06
CHST13	9606.ENSP00000317404	6.680575279377021e-06
DNAJC30	9606.ENSP00000378605	1.3152432895624705e-06
CT55	9606.ENSP00000276241	1.6722027223796833e-06
MFHAS1	9606.ENSP00000276282	2.8356097963584753e-06
PJA2	9606.ENSP00000354775	3.976837802163448e-06
MKRN3	9606.ENSP00000313881	1.3603886762753715e-05
BIN3	9606.ENSP00000276416	7.285342386415716e-06
BIN2	9606.ENSP00000498807	4.44196850848386e-06
ARHGEF37	9606.ENSP00000328083	1.044500028910114e-06
DOCK5	9606.ENSP00000276440	1.5143067475663897e-05
ARMC1	9606.ENSP00000276569	1.594934823656954e-06
MTFR1L	9606.ENSP00000363419	9.911864254060127e-07
TERB2	9606.ENSP00000340644	1.5804785706270427e-05
NUPR2	9606.ENSP00000455442	8.149584944251796e-06
TERB1	9606.ENSP00000463762	2.2835046616080215e-05
MAJIN	9606.ENSP00000301896	8.763141012281518e-06
PSKH2	9606.ENSP00000276616	7.029871774867119e-06
GSDMC	9606.ENSP00000276708	5.77539592380248e-06
GSDMB	9606.ENSP00000415049	1.2004837563276553e-05
FAM120A	9606.ENSP00000277165	5.7773710247406024e-05
ZNF462	9606.ENSP00000277225	3.0691659810808293e-06
VAX1	9606.ENSP00000358207	4.651998792323319e-06
LCN8	9606.ENSP00000482512	1.1528239724376228e-05
LCN12	9606.ENSP00000360696	2.6964547884816003e-06
CST11	9606.ENSP00000366208	5.694927062839534e-06
LCN6	9606.ENSP00000339621	8.661160238831624e-06
LCN10	9606.ENSP00000418491	8.661160238831624e-06
RAB43	9606.ENSP00000319781	4.1539398229346805e-06
TMEM9	9606.ENSP00000356301	3.133353480706898e-06
TMEM45A	9606.ENSP00000385089	4.914899164781651e-06
ABRA	9606.ENSP00000311436	3.917659891072683e-06
MARCHF11	9606.ENSP00000333181	3.8624043637323704e-06
PXDC1	9606.ENSP00000369636	1.031955629071633e-06
KIF26B	9606.ENSP00000385545	2.6252682568956612e-06
MPP7	9606.ENSP00000337907	3.755818477718871e-06
LRRC4C	9606.ENSP00000278198	4.696496829808677e-06
IMMP1L	9606.ENSP00000278200	8.99882506524954e-06
MPPED2	9606.ENSP00000350833	5.494834241340402e-06
DCDC1	9606.ENSP00000385936	6.47049450445219e-06
SCGB3A2	9606.ENSP00000296694	8.276151188063383e-06
ZNF214	9606.ENSP00000278314	3.056722401532909e-06
BAZ2B	9606.ENSP00000376534	8.303267269427613e-06
ZNF215	9606.ENSP00000278319	3.056722401532909e-06
ELOVL7	9606.ENSP00000424123	2.7486908561713674e-06
PAMR1	9606.ENSP00000482899	9.62524095226487e-07
KCNJ10	9606.ENSP00000495557	9.997855878970794e-06
HIKESHI	9606.ENSP00000278483	4.093425667010585e-06
ENDOD1	9606.ENSP00000278505	3.4521689370807384e-06
RNF26	9606.ENSP00000312439	7.2052018769673875e-06
TENM4	9606.ENSP00000278550	5.034877200360659e-06
LIMK2	9606.ENSP00000339916	1.926895763313433e-05
CRAMP1	9606.ENSP00000380559	6.063674352672385e-06
ATMIN	9606.ENSP00000299575	1.7437280294093263e-05
NABP2	9606.ENSP00000369545	1.307872361691972e-05
NA	9606.ENSP00000491596	1.2325967123972398e-05
BORCS6	9606.ENSP00000373669	1.799962095576065e-05
ST14	9606.ENSP00000278742	1.0950702309213574e-05
OVOL2	9606.ENSP00000278780	1.3392385646680995e-06
GRHL2	9606.ENSP00000495564	2.403669710057481e-06
FADS3	9606.ENSP00000278829	1.6841541830633376e-06
MYRF	9606.ENSP00000278836	9.899116692412099e-06
FADS2	9606.ENSP00000278840	1.0092465996369507e-05
ELOVL5	9606.ENSP00000359956	2.5266279869523778e-06
ZP1	9606.ENSP00000278853	6.635693931144029e-06
ZP4	9606.ENSP00000482304	7.73601854900884e-06
OVGP1	9606.ENSP00000358747	5.110164421558105e-06
MS4A5	9606.ENSP00000300190	1.2514989639027732e-06
CEP128	9606.ENSP00000451162	1.763888725764039e-05
C2CD3	9606.ENSP00000334379	7.228219686708538e-06
CEP89	9606.ENSP00000306105	1.4050489201867752e-05
NAV1	9606.ENSP00000356265	9.948132588939541e-06
SCN7A	9606.ENSP00000496114	1.265278862561219e-05
MPZL3	9606.ENSP00000278949	1.2340368467407428e-06
SLC13A3	9606.ENSP00000279027	1.787874539894362e-06
SLC15A5	9606.ENSP00000340402	2.7895966476876177e-06
SPINT4	9606.ENSP00000279058	1.4718095436812414e-05
WFDC13	9606.ENSP00000302938	1.0693863532865603e-05
WFDC8	9606.ENSP00000361735	7.066212591800767e-06
WFDC6	9606.ENSP00000361755	7.066212591800767e-06
CABLES2	9606.ENSP00000279101	2.9960895530188557e-05
GPHB5	9606.ENSP00000478993	5.628333659774815e-06
TRPT1	9606.ENSP00000378050	3.0000225635620676e-06
PPP4R3C	9606.ENSP00000489770	1.1131931814703872e-05
TIPRL	9606.ENSP00000356807	1.1817244032459222e-05
PPP4R4	9606.ENSP00000305924	3.83393394406714e-06
SEZ6L2	9606.ENSP00000481917	3.1710793311637155e-06
SPRY4	9606.ENSP00000344967	1.1338149860512384e-05
CLCF1	9606.ENSP00000309338	6.31999489482245e-06
PHF2	9606.ENSP00000352185	3.4924264111955553e-06
C16orf87	9606.ENSP00000285697	5.908864758426362e-06
SPATA4	9606.ENSP00000280191	2.2336503251361546e-06
SPATA17	9606.ENSP00000355900	1.1940255479455564e-06
PRSS23	9606.ENSP00000280258	8.787047086182387e-07
FAM20A	9606.ENSP00000468308	7.923649487493357e-06
PPP1R1C	9606.ENSP00000280295	1.554329467206437e-06
THEG	9606.ENSP00000340088	1.0871572942844144e-06
TEX12	9606.ENSP00000280358	1.3392398664125188e-05
SYCE3	9606.ENSP00000385480	1.5426609291918928e-05
SYCP2	9606.ENSP00000350162	2.014096727885039e-05
C14orf39	9606.ENSP00000324920	5.428745770117481e-06
PTPN9	9606.ENSP00000482732	2.4429755287422472e-06
PTPRH	9606.ENSP00000365528	1.254211415800027e-06
ALPG	9606.ENSP00000295453	8.815987851199154e-06
PTP4A2	9606.ENSP00000493688	7.560397653025193e-06
PTPRT	9606.ENSP00000362294	1.254211415800027e-06
FREM2	9606.ENSP00000280481	5.993085639287732e-06
FREM1	9606.ENSP00000412940	5.399564925661523e-06
NPNT	9606.ENSP00000389252	4.307832703578546e-06
FRAS1	9606.ENSP00000422834	5.399564925661523e-06
CRIM1	9606.ENSP00000280527	2.4957389954083705e-06
FEZ2	9606.ENSP00000368547	3.6223505926167456e-06
SEC31B	9606.ENSP00000359370	1.1566557586221563e-05
HCAR2	9606.ENSP00000375066	6.150040967632729e-06
MCTS2P	9606.ENSP00000496921	3.688581508614096e-06
HCAR1	9606.ENSP00000389255	6.367885627955907e-07
HCAR3	9606.ENSP00000436714	1.4217924328770096e-06
RAB29	9606.ENSP00000356107	1.8449637058876418e-05
RAB12	9606.ENSP00000331748	5.597908576759059e-06
RBKS	9606.ENSP00000306817	1.045174048733317e-05
ZSWIM2	9606.ENSP00000295131	7.945441680202514e-07
ENGASE	9606.ENSP00000462333	2.2099506634614384e-06
LYRM2	9606.ENSP00000430025	3.2933621827104213e-06
LDHD	9606.ENSP00000300051	1.0701595817917092e-05
CKMT1A	9606.ENSP00000406577	4.832546907605717e-06
